CGM_Entropy,CGM_RMS,CGM_Correlation,CGM_Peaks,CGM_Velocity,CGM_MinMax,CGM_Skewness,CGM_Displacement,CGM_Kurtosis,CGM_Recur
1.5570699269167845,180.8242775592888,0.9765744142371586,1.0,5.97,170.0,0.11767718567446471,179.0,-1.80966755630993,0.8064516129032258
2.0644999616816366,309.26523797438796,0.8857575140497626,1.0,10.56,135.0,-0.6575931958685272,316.9,-0.531097910911178,0.8387096774193549
1.6876901093338486,203.81683529976837,0.9890055712532125,1.0,8.84,151.0,-0.01543054577636428,265.27,-1.8072136442465014,0.8709677419354839
1.2822250012256842,161.00220395205574,0.9727513667594294,2.0,5.33,142.0,0.13844535558154994,160.0,-1.8958352164803904,0.7419354838709677
1.9225297004112496,144.45126982771285,0.9800025515711789,1.0,3.35,47.0,-0.2175167642668835,100.5,-1.454173615319966,0.7096774193548387
1.2668400823862047,168.3304162421577,0.9813194426588269,1.0,5.57,139.0,-0.16043026779363442,167.0,-1.8910750783874297,0.8064516129032258
1.7982319837336724,145.55570809165994,0.9729949147704564,2.0,6.12,89.0,-0.06870250179980837,183.67,-1.7875063267966884,0.8064516129032258
1.5269168887460969,163.80758677140375,0.9774634329885954,1.0,6.99,139.0,0.17338918805580125,209.7,-1.7777509186762603,0.7741935483870968
1.7982319837336724,148.34180234371107,0.970115232352762,0.0,3.0,87.0,-0.09756026716133526,90.0,-1.8343094229003825,0.7741935483870968
2.0476928433652555,155.09591630613204,0.9561285368018043,1.0,5.18,66.0,0.5009554972123013,155.47,-1.1701461646245126,0.8064516129032258
1.4325072042750222,182.6371874032795,0.9947469906219547,1.0,7.54,134.0,-0.35111830922528925,226.33,-1.7109047586309334,0.9032258064516129
1.4146495868750157,162.95357313288406,0.9834991970386604,1.0,8.85,167.0,0.2556000828310623,265.63,-1.7674917158264005,0.8387096774193549
1.3971052772241062,160.5712159257411,0.9837844805769126,2.0,5.45,91.0,-0.13094747876619253,163.37,-1.8265702053176427,0.8064516129032258
1.7725895531203348,157.0067938636887,0.9939611884573865,1.0,7.16,109.0,-0.028083743260095134,214.77,-1.7489920799932375,0.9354838709677419
1.865371286571301,102.77876724681121,0.9105351200408653,1.0,3.03,43.0,-0.3071084789665126,90.93,-0.7018528795154366,0.6774193548387096
1.4146495868750157,154.38096991199316,0.9845286582498676,0.0,4.6,118.0,0.33836424175012736,138.0,-1.6763942798175944,0.8387096774193549
1.3798634707896003,180.26867850964265,0.9867057457587066,1.0,4.88,91.0,-0.08687858550845327,146.3,-1.8765661228819233,0.7096774193548387
1.8793575285460409,161.40250876452905,0.9938948663410636,0.0,8.9,168.0,-0.09561856779516409,266.93,-1.6490271297912535,0.967741935483871
1.5570699269167845,131.22579861666168,0.973290212150945,2.0,6.03,109.0,-0.05500345879451414,180.87,-1.7712595728855351,0.8709677419354839
2.2102117728630306,156.12277973317316,0.9722597731491133,1.0,7.79,109.0,-0.03310246477269114,233.73,-1.4848435120969126,0.9032258064516129
1.8793575285460409,156.90370994195257,0.9642176577665799,2.0,6.3,91.0,0.14793860771019637,189.0,-1.6220626254331352,0.8387096774193549
1.8935421635379972,91.52668725920961,0.8488281915989001,1.0,2.52,22.0,-0.01860837831218303,75.67,-0.6140812062738417,0.5161290322580645
2.2102117728630306,159.55977745235535,1.0027023750023143,0.0,5.53,83.0,0.2887253116927146,166.0,-1.2461681768094652,0.8709677419354839
2.0149030205422647,114.10728693759248,0.9351864999025034,1.0,7.0,76.0,-0.19845497437157547,210.03,-1.5298278556878728,0.8387096774193549
1.865371286571301,164.24287689174656,0.9889934573158096,1.0,6.47,102.0,-0.045644425109406334,193.97,-1.7652531051564075,0.8387096774193549
2.380837289893794,104.7433114347765,0.9907265625164777,1.0,3.63,57.0,0.238590584675365,109.0,-1.3021962480726677,0.9032258064516129
2.2102117728630306,99.68864593840291,0.7896677172414032,0.0,6.7,79.0,0.7271261911309236,200.9,0.5769014877027536,0.7741935483870968
1.9676501356917193,141.23129061361402,0.8167896286660242,1.0,5.73,87.0,0.38462476939762286,172.03,1.0843174278309027,0.8064516129032258
1.6311778990705061,145.68235849758665,0.9498755624553418,2.0,4.76,86.0,0.0015470990184768328,142.87,-1.774515103862287,0.8387096774193549
2.2102117728630306,145.2729076822365,0.9340064975105502,1.0,8.24,106.0,0.011726364298417792,247.17,-1.007098536905087,0.9354838709677419
2.0149030205422647,101.03560804760066,0.9515568423990107,2.0,3.74,54.0,0.6504794364289859,112.13,-0.3199054463739377,0.7741935483870968
1.5570699269167845,121.06710974203656,0.8640778588797647,0.0,3.15,34.0,-0.9649263007309142,94.63,-0.38839332027372997,0.6129032258064516
