PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
-0.517472034484959,-0.04069471108635159,1.4153895340905955,-0.7924496431919885,-0.7887124667480483,-0.40846234388867,-0.5073687402234114,-0.784427796274893,0.14384804305022217,0.0007529577206662283
-2.055041271460496,2.4319622580943285,-0.1395768489908836,-1.083628829573389,0.19679345143612878,1.8352551035880935,0.6728735598908548,0.39617325943112186,0.2525331282463176,-0.0006356398856827261
-1.692556012786328,0.4231808801000552,0.9410590187806434,-0.5182944542283716,-0.6143844158828693,-0.1297484111328035,0.03238371107690737,0.12834459848778734,0.09905711961279873,-0.00048298130259913005
0.4627288662389747,-0.21245423392499627,0.8684698575860694,-0.6972047749403887,-1.8428594027704315,-0.8952023643146888,-0.389501641275047,-0.5875073583619259,0.2244950960935095,-0.000981285096516883
1.6252319258511017,-1.6236654304222302,0.41936134059320584,-1.1680157540386402,0.20535593373516223,-0.05200132832013112,0.6118625896256608,-0.02022041724866541,-0.1861691197261642,6.454303474052709e-05
0.06666717862676914,-0.08682199702565528,1.4076858098731155,-1.2420902481148306,-0.9886537473900161,-1.0001658757871041,-0.44138135352904095,-0.11238454122846722,0.2995750721220609,0.0009236427675931127
0.19445511501073479,-0.9651862528549428,-0.21272821946696963,-0.37218167704412547,-0.7417955863591079,-0.4963108282379997,0.15977907731892815,0.039791960915333366,0.08067537598312263,-0.0005416881697001086
-0.36892802707352695,-0.09651837226366106,1.3022314215803885,-0.36664602216949005,-0.7935656330108446,-0.6764530344722439,0.09418231528716638,-0.25004245629840105,0.12759044290648008,-4.055432355683009e-06
1.1412200022431187,-1.4807367382155483,1.5628889374575887,-1.3961897394064822,0.6646539633683578,-0.21490302280617343,0.0062800318837889745,-0.2763698911969578,0.20900953268445693,5.826399945720335e-05
0.6339090424042834,-1.40897099792976,0.6244470365430309,0.08769488466576343,0.19455328160958088,0.5133473335360371,0.17553012618732586,0.18802277322282626,-0.005452088478713764,-0.000458836128829625
-1.0140678879238967,0.17973723497068614,0.9060907011835063,-1.1120478703016197,-0.6245597297684463,-0.8231872836151908,-0.38377536312685767,0.5099912352940039,0.17452617848200802,-0.000914702210575205
-1.342363756880765,0.4026419434253008,1.4430961765555,0.04878267293272392,-0.9851784041586796,-1.0608888635349698,-0.14503777325144615,-0.05293408298476369,0.17306605644273915,-0.0010976239005341816
0.5403640130223328,-0.6400960073387285,0.27299294991145917,-0.9509066959115432,-1.400318641787231,-0.7387643102641582,-0.19695717762837608,0.3420101157982929,0.20723664628075808,0.0012905928723346827
